"game_id","home_team","away_team","home_score","away_score","season","game_time","game_date"
"2022-11-17FLADAL","FLA","DAL","4","6","2022","19:00:00","2022-11-17"
"2022-11-17MINPIT","MIN","PIT","4","6","2022","20:00:00","2022-11-17"
"2022-11-17NSHNYI","NSH","NYI","5","4","2022","20:00:00","2022-11-17"
"2022-11-17SEANYR","SEA","NYR","3","2","2022","22:00:00","2022-11-17"
"2022-11-17SJSDET","SJS","DET","4","7","2022","22:30:00","2022-11-17"
"2022-11-17STLWSH","STL","WSH","5","4","2022","20:00:00","2022-11-17"
"2022-11-17TBLCGY","TBL","CGY","4","1","2022","19:00:00","2022-11-17"
"2022-11-17TORNJD","TOR","NJD","2","3","2022","19:00:00","2022-11-17"
"2022-11-17VGKARI","VGK","ARI","4","1","2022","22:00:00","2022-11-17"
"2022-11-17WPGANA","WPG","ANA","3","2","2022","20:00:00","2022-11-17"
"2022-11-18VANLAK","VAN","LAK","4","1","2022","22:00:00","2022-11-18"
"2022-11-19BOSCHI","BOS","CHI","6","1","2022","19:00:00","2022-11-19"
"2022-11-19CBJDET","CBJ","DET","1","6","2022","19:00:00","2022-11-19"
"2022-11-19DALNYI","DAL","NYI","5","2","2022","20:00:00","2022-11-19"
"2022-11-19EDMVGK","EDM","VGK","4","3","2022","22:00:00","2022-11-19"
"2022-11-19FLACGY","FLA","CGY","4","5","2022","16:00:00","2022-11-19"
"2022-11-19MINCAR","MIN","CAR","2","1","2022","20:00:00","2022-11-19"
"2022-11-19MTLPHI","MTL","PHI","5","4","2022","19:00:00","2022-11-19"
"2022-11-19NSHTBL","NSH","TBL","2","3","2022","20:00:00","2022-11-19"
"2022-11-19OTTNJD","OTT","NJD","1","5","2022","13:00:00","2022-11-19"
"2022-11-19SEALAK","SEA","LAK","3","2","2022","22:00:00","2022-11-19"
"2022-11-19SJSNYR","SJS","NYR","1","2","2022","22:30:00","2022-11-19"
"2022-11-19STLANA","STL","ANA","6","2","2022","20:00:00","2022-11-19"
"2022-11-19TORBUF","TOR","BUF","5","2","2022","19:00:00","2022-11-19"
"2022-11-19WPGPIT","WPG","PIT","0","3","2022","19:00:00","2022-11-19"
"2022-11-19WSHCOL","WSH","COL","0","4","2022","19:00:00","2022-11-19"
"2022-11-20CBJFLA","CBJ","FLA","5","3","2022","18:00:00","2022-11-20"
