"game_id","home_team","away_team","home_score","away_score","season","game_time","game_date"
"2021-02-18CBJNSH","CBJ","NSH","3","0","2020","19:00:00","2021-02-18"
"2021-02-18PHINYR","PHI","NYR","2","3","2020","19:00:00","2021-02-18"
"2021-02-18PITNYI","PIT","NYI","4","1","2020","19:00:00","2021-02-18"
"2021-02-18STLSJS","STL","SJS","3","2","2020","20:00:00","2021-02-18"
"2021-02-18TOROTT","TOR","OTT","7","3","2020","19:00:00","2021-02-18"
"2021-02-18WSHBUF","WSH","BUF","3","1","2020","19:00:00","2021-02-18"
"2021-02-19CARCHI","CAR","CHI","5","3","2020","19:00:00","2021-02-19"
"2021-02-19CGYEDM","CGY","EDM","1","2","2020","21:00:00","2021-02-19"
"2021-02-19DETFLA","DET","FLA","2","7","2020","19:00:00","2021-02-19"
"2021-02-19VANWPG","VAN","WPG","0","2","2020","22:00:00","2021-02-19"
"2021-02-20ANAMIN","ANA","MIN","1","5","2020","21:00:00","2021-02-20"
"2021-02-20ARILAK","ARI","LAK","2","4","2020","19:00:00","2021-02-20"
"2021-02-20CARTBL","CAR","TBL","4","0","2020","19:00:00","2021-02-20"
"2021-02-20CBJNSH","CBJ","NSH","2","4","2020","19:00:00","2021-02-20"
"2021-02-20COLVGK","COL","VGK","3","2","2020","00:00:00","2020-02-20"
"2021-02-20DETFLA","DET","FLA","2","1","2020","17:00:00","2021-02-20"
"2021-02-20EDMCGY","EDM","CGY","7","1","2020","22:00:00","2021-02-20"
"2021-02-20MTLTOR","MTL","TOR","3","5","2020","19:00:00","2021-02-20"
"2021-02-20NJDBUF","NJD","BUF","2","3","2020","12:30:00","2021-02-20"
"2021-02-20PITNYI","PIT","NYI","3","2","2020","19:00:00","2021-02-20"
"2021-02-20STLSJS","STL","SJS","4","5","2020","19:00:00","2021-02-20"
"2021-02-20WSHNYR","WSH","NYR","1","4","2020","12:30:00","2021-02-20"
"2021-02-21BOSPHI","BOS","PHI","7","3","2020","19:30:00","2021-02-21"
"2021-02-21OTTMTL","OTT","MTL","3","2","2020","19:00:00","2021-02-21"
"2021-02-21VANWPG","VAN","WPG","3","4","2020","22:00:00","2021-02-21"
"2021-02-21WSHNJD","WSH","NJD","4","3","2020","14:00:00","2021-02-21"
"2021-02-22ARIANA","ARI","ANA","4","3","2020","21:00:00","2021-02-22"
"2021-02-22CARTBL","CAR","TBL","2","4","2020","19:00:00","2021-02-22"
"2021-02-22COLVGK","COL","VGK","0","3","2020","21:00:00","2021-02-22"
"2021-02-22FLADAL","FLA","DAL","3","1","2020","19:00:00","2021-02-22"
"2021-02-22NYIBUF","NYI","BUF","3","2","2020","19:00:00","2021-02-22"
"2021-02-22SJSMIN","SJS","MIN","2","6","2020","22:30:00","2021-02-22"
"2021-02-22STLLAK","STL","LAK","0","3","2020","20:00:00","2021-02-22"
"2021-02-22TORCGY","TOR","CGY","0","3","2020","19:00:00","2021-02-22"
"2021-02-23CBJCHI","CBJ","CHI","5","6","2020","19:00:00","2021-02-23"
"2021-02-23DETNSH","DET","NSH","0","2","2020","19:30:00","2021-02-23"
"2021-02-23NJDBUF","NJD","BUF","1","4","2020","19:00:00","2021-02-23"
"2021-02-23OTTMTL","OTT","MTL","5","4","2020","19:00:00","2021-02-23"
"2021-02-23VANEDM","VAN","EDM","3","4","2020","22:00:00","2021-02-23"
"2021-02-23WSHPIT","WSH","PIT","2","3","2020","19:00:00","2021-02-23"
"2021-02-24ARIANA","ARI","ANA","4","3","2020","21:00:00","2021-02-24"
"2021-02-24COLMIN","COL","MIN","2","6","2020","21:00:00","2021-02-24"
"2021-02-24FLADAL","FLA","DAL","0","3","2020","17:00:00","2021-02-24"
"2021-02-24PHINYR","PHI","NYR","4","3","2020","19:00:00","2021-02-24"
"2021-02-24STLLAK","STL","LAK","1","2","2020","21:30:00","2021-02-24"
"2021-02-24TBLCAR","TBL","CAR","3","0","2020","17:00:00","2021-02-24"
"2021-02-24TORCGY","TOR","CGY","2","1","2020","19:00:00","2021-02-24"
"2021-02-25BUFNJD","BUF","NJD","3","4","2020","19:00:00","2021-02-25"
"2021-02-25CBJCHI","CBJ","CHI","0","2","2020","19:00:00","2021-02-25"
"2021-02-25DETNSH","DET","NSH","5","2","2020","19:30:00","2021-02-25"
"2021-02-25FLADAL","FLA","DAL","3","2","2020","19:00:00","2021-02-25"
"2021-02-25NYIBOS","NYI","BOS","7","2","2020","19:00:00","2021-02-25"
"2021-02-25OTTCGY","OTT","CGY","6","1","2020","19:00:00","2021-02-25"
"2021-02-25TBLCAR","TBL","CAR","3","1","2020","19:00:00","2021-02-25"
"2021-02-25VANEDM","VAN","EDM","0","3","2020","22:00:00","2021-02-25"
"2021-02-25WPGMTL","WPG","MTL","6","3","2020","20:00:00","2021-02-25"
"2021-02-25WSHPIT","WSH","PIT","5","2","2020","19:00:00","2021-02-25"
"2021-02-26ARICOL","ARI","COL","2","3","2020","21:00:00","2021-02-26"
"2021-02-26MINLAK","MIN","LAK","3","1","2020","20:00:00","2021-02-26"
"2021-02-26NYRBOS","NYR","BOS","6","2","2020","19:00:00","2021-02-26"
"2021-02-27ANAVGK","ANA","VGK","2","3","2020","22:00:00","2021-02-27"
"2021-02-27ARICOL","ARI","COL","2","6","2020","21:00:00","2021-02-27"
"2021-02-27BUFPHI","BUF","PHI","0","3","2020","13:00:00","2021-02-27"
"2021-02-27CHIDET","CHI","DET","3","5","2020","20:00:00","2021-02-27"
"2021-02-27EDMTOR","EDM","TOR","0","4","2020","19:00:00","2021-02-27"
"2021-02-27FLACAR","FLA","CAR","3","4","2020","19:00:00","2021-02-27"
"2021-02-27MINLAK","MIN","LAK","4","3","2020","20:00:00","2021-02-27"
"2021-02-27NJDWSH","NJD","WSH","2","5","2020","13:00:00","2021-02-27"
"2021-02-27NSHCBJ","NSH","CBJ","2","1","2020","15:00:00","2021-02-27"
"2021-02-27NYIPIT","NYI","PIT","3","4","2020","19:00:00","2021-02-27"
"2021-02-27OTTCGY","OTT","CGY","3","6","2020","13:00:00","2021-02-27"
"2021-02-27SJSSTL","SJS","STL","6","7","2020","22:30:00","2021-02-27"
"2021-02-27TBLDAL","TBL","DAL","5","0","2020","19:00:00","2021-02-27"
"2021-02-27WPGMTL","WPG","MTL","2","1","2020","22:00:00","2021-02-27"
"2021-02-28BUFPHI","BUF","PHI","0","3","2020","15:00:00","2021-02-28"
"2021-02-28CHIDET","CHI","DET","7","2","2020","19:00:00","2021-02-28"
"2021-02-28NJDWSH","NJD","WSH","2","3","2020","15:00:00","2021-02-28"
"2021-02-28NSHCBJ","NSH","CBJ","3","1","2020","15:00:00","2021-02-28"
"2021-02-28NYIPIT","NYI","PIT","2","0","2020","17:00:00","2021-02-28"
"2021-02-28NYRBOS","NYR","BOS","1","4","2020","12:00:00","2021-02-28"
"2021-03-01ANASTL","ANA","STL","4","5","2020","22:00:00","2021-03-01"
"2021-03-01EDMTOR","EDM","TOR","0","3","2020","22:00:00","2021-03-01"
"2021-03-01FLACAR","FLA","CAR","2","3","2020","19:00:00","2021-03-01"
